fov,y,x,probability,object_intensity
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,646.4844,648.99,0.6586,0.9805
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,644.3926,716.1151,0.6627,0.6521
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,644.8085,174.4638,0.6401,0.4794
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,644.3554,679.5568,0.4949,0.6736
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,643.5252,268.7245,0.4777,0.4134
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,644.0894,799.5977,0.4864,0.6115
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,643.0,627.0,0.4279,0.6922
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,642.6001,98.6275,0.5003,0.3976
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,642.6604,85.646,0.5017,0.4306
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,643.0,79.0,0.4355,0.3916
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,642.0,841.0,0.4033,0.4986
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,641.8605,669.0477,0.5063,0.6466
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,642.6823,218.3787,0.4922,0.425
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,641.8453,131.8073,0.4954,0.3708
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,641.4939,64.2731,0.6424,0.5294
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,641.7766,689.1075,0.5019,0.5961
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,639.824,240.5152,0.7812,0.7293
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,639.0267,701.7524,0.7575,0.797
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,638.0189,617.841,0.489,0.5733
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,637.4496,225.3731,0.7206,1.1296
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,637.7189,90.6495,0.4867,0.4043
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,637.466,22.616,0.7415,0.5603
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,637.0,773.0,0.4262,0.5933
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,636.5479,582.426,0.5028,0.3552
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,637.0783,385.9644,0.802,0.452
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,637.0288,186.3218,0.4948,0.4477
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,637.1929,138.0274,0.5832,0.4236
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,636.0,626.0,0.4896,0.577
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,636.0715,603.9789,0.4991,0.533
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,636.0,369.0,0.4322,0.3244
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,636.5197,212.3794,0.5174,0.5112
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,637.1064,180.1095,0.5026,0.4363
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,636.3775,116.0399,0.5107,0.3692
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,635.0,781.0,0.4553,0.6026
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,634.6195,656.8887,0.569,0.7034
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,635.0,641.0,0.4107,0.587
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,635.1111,358.8299,0.517,0.4084
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,636.0316,107.2973,0.5046,0.3811
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,634.6016,711.178,0.4838,0.4659
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,633.6938,633.4653,0.5178,0.6002
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,634.6954,594.9346,0.5028,0.4792
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,634.0538,415.3291,0.5019,0.3523
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,634.4878,199.2711,0.5051,0.522
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,635.1511,97.1612,0.4899,0.3914
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,632.7725,672.1605,0.5946,1.0286
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,633.4858,174.1132,0.5055,0.4626
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,631.7689,586.9461,0.7731,0.5368
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,632.1087,189.501,0.5496,0.5417
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,632.5373,121.7081,0.4927,0.3333
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,631.0079,681.0229,0.8608,0.9487
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,630.0026,380.4678,0.4814,0.3289
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,631.5049,234.0101,0.5615,0.5035
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,630.7775,85.2203,0.4915,0.3845
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,630.8046,60.957,0.8237,0.6028
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,630.2454,701.2152,0.5246,0.6256
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,630.526,617.2897,0.4966,0.5573
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,630.1661,430.4327,0.5079,0.3533
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,630.3383,337.5741,0.7278,0.5267
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,629.5956,244.3499,0.636,0.6679
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,630.6862,143.0575,0.477,0.3702
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,629.6689,25.3684,0.4928,0.3452
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,629.0,794.0,0.4804,0.566
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,629.1198,661.9727,0.6868,0.7048
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,629.0446,407.9914,0.8803,0.6088
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,629.006,219.9974,0.5065,0.5202
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,628.0735,171.0065,0.4941,0.4451
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,628.284,126.5891,0.4985,0.3575
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,627.067,421.957,0.5048,0.3671
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,625.9119,161.6041,0.5679,0.4216
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,624.6548,639.1795,0.6219,0.6711
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,624.4681,393.524,0.6644,0.7004
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,625.4328,204.8877,0.5028,0.4214
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,624.4432,786.5335,0.5773,0.669
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,624.7201,686.7723,0.5261,0.7108
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,623.5523,650.0487,0.4927,0.6506
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,624.6439,402.127,0.4644,0.3968
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,623.8589,382.6855,0.7614,0.4815
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,624.7518,229.9985,0.5049,0.432
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,623.5303,132.9636,0.7263,0.4503
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,623.9705,116.0824,0.5025,0.3293
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,623.9323,15.9838,0.7521,0.3651
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,623.2779,676.2492,0.5966,0.7162
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,623.0,666.0,0.4525,0.5848
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,623.1503,434.9628,0.7789,0.4627
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,622.412,351.0431,0.4238,0.4257
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,623.6322,212.3629,0.5139,0.4323
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,623.2149,150.5309,0.6911,0.4932
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,622.6764,80.4834,0.5389,0.4205
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,621.1928,324.5661,0.5555,0.5434
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,620.6266,617.5977,0.4878,0.5908
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,621.0387,412.0336,0.6014,0.4581
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,621.1378,337.5579,0.4937,0.3674
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,620.7706,241.8162,0.4849,0.3267
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,620.9336,185.0104,0.8625,0.5833
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,621.2546,35.973,0.565,0.3899
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,618.8625,627.3182,0.4816,0.5111
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,621.0459,317.5459,0.4736,0.319
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,619.528,794.6767,0.5162,0.5865
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,619.0,709.0,0.4198,0.5169
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,619.9914,646.4525,0.4893,0.5537
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,618.2868,365.1945,0.5231,0.4972
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,619.3483,142.3595,0.5089,0.3864
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,618.9808,72.2503,0.4909,0.3854
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,617.5431,398.26,0.5052,0.5419
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,617.0342,661.6467,0.5079,0.6076
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,617.2108,587.8931,0.6939,0.5113
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,617.7674,427.9166,0.5041,0.4132
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,616.9088,48.0159,0.7391,0.4434
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,616.2017,203.273,0.7416,0.4699
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,615.687,105.4853,0.59,0.422
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,615.1157,449.9604,0.8263,0.4503
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,615.0,151.0,0.4824,0.3676
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,613.8249,411.7269,0.552,0.5028
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,613.6435,402.4156,0.5944,0.6545
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,613.9617,342.3864,0.6235,0.4922
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,614.1085,134.133,0.4987,0.4201
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,613.9024,29.9181,0.7512,0.48
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,614.2932,20.2948,0.5488,0.3775
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,613.0,824.0,0.4326,0.4545
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,612.7996,692.5158,0.4832,0.7179
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,612.3624,419.5105,0.5201,0.481
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,612.6995,799.45,0.5173,0.6244
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,611.5101,685.7828,0.5713,0.7555
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,612.3511,632.2663,0.5027,0.5024
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,612.5384,157.8896,0.5325,0.3793
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,613.2077,114.5369,0.4788,0.3882
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,611.9709,37.152,0.7322,0.4762
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,611.9171,352.8433,0.4938,0.4284
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,610.0,109.0,0.4106,0.3857
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,609.7422,793.8116,0.4921,0.5286
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,610.1774,655.3969,0.4642,0.474
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,609.1815,359.0996,0.4997,0.5324
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,609.4559,299.5473,0.5006,0.2737
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,607.6039,397.3989,0.5116,0.6075
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,608.0,84.0,0.4563,0.3383
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,607.6719,49.1677,0.783,0.5525
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,607.3337,378.6602,0.6373,0.5133
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,606.4582,322.6252,0.487,0.4236
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,607.0458,312.7351,0.5019,0.393
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,607.0154,236.0124,0.4939,0.3523
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,607.6653,97.1484,0.5261,0.4569
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,606.0,402.0,0.4645,0.5345
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,606.2731,144.0458,0.5744,0.3955
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,605.7945,21.1562,0.5223,0.3692
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,605.1792,41.6795,0.506,0.4264
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,604.4223,694.0685,0.5024,0.6189
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,603.4127,209.8064,0.4783,0.3498
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,604.0122,90.0049,0.8523,0.6496
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,602.8203,371.606,0.5001,0.4831
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,603.2951,152.2755,0.4734,0.2902
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,603.1641,105.0127,0.825,0.5404
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,601.6211,179.0475,0.7313,0.44
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,602.02,169.9945,0.8291,0.4657
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,601.21,628.1558,0.6433,0.6041
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,601.5324,332.3527,0.4986,0.4719
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,600.7193,790.3383,0.5011,0.4618
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,600.0,216.0,0.4272,0.3186
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,600.1288,136.5484,0.7841,0.4966
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,599.0,395.0,0.4557,0.4627
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,598.4215,156.0109,0.5587,0.3553
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,598.0768,690.3287,0.4796,0.5162
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,597.1422,603.2362,0.5026,0.4591
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,597.0422,380.6517,0.5316,0.4723
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,598.0591,340.4089,0.4936,0.5092
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,596.827,309.0595,0.4809,0.3511
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,597.2441,89.4475,0.6869,0.5109
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,596.7379,24.687,0.4963,0.3948
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,596.2871,824.9095,0.5072,0.5754
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,595.8514,417.5171,0.4891,0.4411
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,596.0,401.0,0.465,0.4543
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,596.0056,317.9983,0.5099,0.4039
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,595.3893,67.8439,0.5107,0.3654
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,595.7433,38.9268,0.4792,0.3164
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,594.6386,839.6471,0.502,0.4787
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,594.4768,684.5114,0.5479,0.5835
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,594.2031,616.0913,0.4977,0.4571
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,593.9373,390.9823,0.5048,0.5248
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,595.0376,368.2895,0.4971,0.4522
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,593.9822,105.9779,0.7663,0.4379
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,595.0597,56.0939,0.496,0.384
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,592.6043,806.2596,0.4811,0.4633
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,592.8847,174.8953,0.507,0.3482
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,590.9377,327.9855,0.634,0.5602
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,590.0,315.0,0.4716,0.3732
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,589.1941,797.2314,0.4966,0.5254
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,588.6325,691.801,0.7853,0.8398
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,589.3083,600.4679,0.5019,0.3583
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,589.0,363.0,0.4516,0.4632
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,589.1319,342.5762,0.752,0.676
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,588.3899,303.025,0.5098,0.3808
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,587.6629,334.6907,0.5383,0.5971
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,586.9364,402.0806,0.4698,0.4605
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,585.7517,252.1564,0.5014,0.3276
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,585.8836,61.0059,0.5242,0.3913
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,585.3169,638.5407,0.5969,0.6262
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,585.0431,616.3117,0.5037,0.439
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,585.0,145.0,0.416,0.2954
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,584.3421,346.2016,0.5028,0.4998
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,582.8804,306.7376,0.4804,0.3457
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,582.0542,808.8627,0.5047,0.5971
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,583.0713,321.9636,0.5527,0.4509
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,581.0,641.0,0.4498,0.5174
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,581.101,382.1124,0.5933,0.4848
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,581.0,68.0,0.415,0.309
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,579.4249,836.5686,0.4994,0.4975
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,580.0,432.0,0.4339,0.4138
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,580.0,103.0,0.4742,0.3462
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,579.2228,79.0141,0.5068,0.3282
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,579.1162,354.8484,0.5993,0.549
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,579.2541,337.8494,0.4997,0.4753
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,579.0,298.0,0.4789,0.3333
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,578.0,311.0,0.4765,0.3893
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,577.9309,36.0613,0.4868,0.3212
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,577.0,371.0,0.4424,0.4209
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,576.3479,346.8587,0.4813,0.4667
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,577.0,327.0,0.4887,0.3945
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,577.377,124.454,0.6936,0.4674
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,575.9349,794.2309,0.5362,0.5998
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,576.0591,463.4105,0.5116,0.4625
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,576.0,419.0,0.4177,0.4342
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,575.5737,144.0332,0.4679,0.2991
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,575.2334,689.6431,0.4967,0.453
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,572.8768,645.5596,0.6273,0.6194
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,573.3529,632.0086,0.542,0.5905
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,573.333,620.3606,0.4968,0.4255
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,572.3946,50.8005,0.6809,0.383
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,572.0,827.0,0.4746,0.4519
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,572.0,382.0,0.4667,0.4323
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,570.79,682.8238,0.5126,0.4685
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,570.6497,360.7402,0.645,0.6128
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,570.7307,350.9883,0.7927,0.6237
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,569.6999,652.8452,0.8039,0.7421
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,570.7051,407.2842,0.4728,0.4747
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,569.6901,307.6887,0.5879,0.5203
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,570.0,84.0,0.4721,0.311
